oeisID,n,boundary,buckets,arcCodes,arcCodeBitWidth,crossingsBitWidth
A005316,30,23,382,239,19,7
A005316,30,22,836,531,21,9
A005316,30,21,1769,1094,23,10
A005316,30,20,3844,2397,25,11
A005316,30,19,8154,5012,27,13
A005316,30,18,17650,10902,29,14
A005316,30,17,37548,22997,31,16
A005316,30,16,81085,49815,33,18
A005316,30,15,166470,99224,32,19
A005316,30,14,295535,160441,30,21
A005316,30,13,422612,210102,28,22
A005316,30,12,462019,194029,26,24
A005316,30,11,333177,104027,24,26
A005316,30,10,148433,33536,22,27
A005316,30,9,46181,9823,20,29
A005316,30,8,13623,2950,18,30
A005316,30,7,4087,895,16,32
A005316,30,6,1254,286,14,34
A005316,30,5,392,90,12,35
A005316,30,4,125,32,10,37
A005316,30,3,40,10,8,39
A005316,30,2,12,4,6,40
A005316,30,1,3,1,4,41
A005316,31,31,0,1,4,1
A005316,31,30,3,3,6,1
A005316,31,29,7,6,8,2
A005316,31,28,20,15,10,3
A005316,31,27,42,29,12,4
A005316,31,26,100,67,14,5
A005316,31,25,207,134,16,6
A005316,31,24,468,299,18,8
A005316,31,23,974,614,20,9
A005316,31,22,2156,1348,22,10
A005316,31,21,4522,2813,24,12
A005316,31,20,9903,6125,26,13
A005316,31,19,20903,12905,28,15
A005316,31,18,45494,27970,30,16
A005316,31,17,96475,59282,32,18
A005316,31,16,209157,128129,34,19
A005316,31,15,396395,223991,32,21
A005316,31,14,637022,334361,30,23
A005316,31,13,825471,388695,28,24
A005316,31,12,771569,289697,26,26
A005316,31,11,445084,115907,24,27
A005316,31,10,159137,33536,22,29
A005316,31,9,46181,9823,20,30
A005316,31,8,13623,2950,18,32
A005316,31,7,4087,895,16,34
A005316,31,6,1254,286,14,36
A005316,31,5,392,90,12,37
A005316,31,4,125,32,10,39
A005316,31,3,40,10,8,40
A005316,31,2,12,4,6,42
A005316,31,1,3,1,4,43
A005316,32,32,0,1,5,1
A005316,32,31,2,2,7,1
A005316,32,30,6,6,9,1
A005316,32,29,16,11,11,2
A005316,32,28,37,27,13,3
A005316,32,27,81,52,15,5
A005316,32,26,180,119,17,6
A005316,32,25,382,239,19,7
A005316,32,24,836,531,21,9
A005316,32,23,1769,1094,23,10
A005316,32,22,3844,2397,25,11
A005316,32,21,8154,5012,27,13
A005316,32,20,17650,10902,29,14
A005316,32,19,37548,22997,31,16
A005316,32,18,81085,49815,33,18
A005316,32,17,172905,105659,35,19
A005316,32,16,359950,215418,34,21
A005316,32,15,647118,355948,32,22
A005316,32,14,970381,493479,30,24
A005316,32,13,1142431,507660,28,26
A005316,32,12,934520,320039,26,27
A005316,32,11,473494,115907,24,29
A005316,32,10,159137,33536,22,30
A005316,32,9,46181,9823,20,32
A005316,32,8,13623,2950,18,34
A005316,32,7,4087,895,16,35
A005316,32,6,1254,286,14,37
A005316,32,5,392,90,12,39
A005316,32,4,125,32,10,40
A005316,32,3,40,10,8,42
A005316,32,2,12,4,6,43
A005316,32,1,3,1,4,44
A005316,33,33,0,1,4,1
A005316,33,32,3,3,6,1
A005316,33,31,7,6,8,2
A005316,33,30,20,15,10,3
A005316,33,29,42,29,12,4
A005316,33,28,100,67,14,5
A005316,33,27,207,134,16,6
A005316,33,26,468,299,18,8
A005316,33,25,974,614,20,9
A005316,33,24,2156,1348,22,10
A005316,33,23,4522,2813,24,12
A005316,33,22,9903,6125,26,13
A005316,33,21,20903,12905,28,15
A005316,33,20,45494,27970,30,16
A005316,33,19,96475,59282,32,18
A005316,33,18,209157,128129,34,19
A005316,33,17,445014,272610,36,21
A005316,33,16,865071,490913,34,23
A005316,33,15,1420971,759360,32,24
A005316,33,14,1953451,950127,30,26
A005316,33,13,2008683,814956,28,27
A005316,33,12,1340353,388994,26,29
A005316,33,11,538045,115907,24,30
A005316,33,10,159137,33536,22,32
A005316,33,9,46181,9823,20,34
A005316,33,8,13623,2950,18,36
A005316,33,7,4087,895,16,37
A005316,33,6,1254,286,14,39
A005316,33,5,392,90,12,40
A005316,33,4,125,32,10,42
A005316,33,3,40,10,8,44
A005316,33,2,12,4,6,45
A005316,33,1,3,1,4,46
A005316,34,34,0,1,5,1
A005316,34,33,2,2,7,1
A005316,34,32,6,6,9,1
A005316,34,31,16,11,11,2
A005316,34,30,37,27,13,3
A005316,34,29,81,52,15,5
A005316,34,28,180,119,17,6
A005316,34,27,382,239,19,7
A005316,34,26,836,531,21,9
A005316,34,25,1769,1094,23,10
A005316,34,24,3844,2397,25,11
A005316,34,23,8154,5012,27,13
A005316,34,22,17650,10902,29,14
A005316,34,21,37548,22997,31,16
A005316,34,20,81085,49815,33,18
A005316,34,19,172905,105659,35,19
A005316,34,18,372820,228288,37,21
A005316,34,17,772103,461628,36,22
A005316,34,16,1419716,788178,34,24
A005316,34,15,2200428,1144435,32,26
A005316,34,14,2779663,1288018,30,27
A005316,34,13,2528086,944778,28,29
A005316,34,12,1475275,394538,26,30
A005316,34,11,543589,115907,24,32
A005316,34,10,159137,33536,22,34
A005316,34,9,46181,9823,20,35
A005316,34,8,13623,2950,18,37
A005316,34,7,4087,895,16,39
A005316,34,6,1254,286,14,40
A005316,34,5,392,90,12,42
A005316,34,4,125,32,10,43
A005316,34,3,40,10,8,45
A005316,34,2,12,4,6,47
A005316,34,1,3,1,4,48
A005316,35,35,0,1,4,1
A005316,35,34,3,3,6,1
A005316,35,33,7,6,8,2
A005316,35,32,20,15,10,3
A005316,35,31,42,29,12,4
A005316,35,30,100,67,14,5
A005316,35,29,207,134,16,6
A005316,35,28,468,299,18,8
A005316,35,27,974,614,20,9
A005316,35,26,2156,1348,22,10
A005316,35,25,4522,2813,24,12
A005316,35,24,9903,6125,26,13
A005316,35,23,20903,12905,28,15
A005316,35,22,45494,27970,30,16
A005316,35,21,96475,59282,32,18
A005316,35,20,209157,128129,34,19
A005316,35,19,445014,272610,36,21
A005316,35,18,962310,588152,38,23
A005316,35,17,1867575,1069831,36,24
A005316,35,16,3167211,1712791,34,26
A005316,35,15,4550074,2279273,32,27
A005316,35,14,5107533,2197935,30,29
A005316,35,13,3870863,1255396,28,30
A005316,35,12,1794752,406418,26,32
A005316,35,11,555469,115907,24,34
A005316,35,10,159137,33536,22,36
A005316,35,9,46181,9823,20,37
A005316,35,8,13623,2950,18,39
A005316,35,7,4087,895,16,40
A005316,35,6,1254,286,14,42
A005316,35,5,392,90,12,44
A005316,35,4,125,32,10,45
A005316,35,3,40,10,8,47
A005316,35,2,12,4,6,49
A005316,35,1,3,1,4,50
A005316,36,36,0,1,5,1
A005316,36,35,2,2,7,1
A005316,36,34,6,6,9,1
A005316,36,33,16,11,11,2
A005316,36,32,37,27,13,3
A005316,36,31,81,52,15,5
A005316,36,30,180,119,17,6
A005316,36,29,382,239,19,7
A005316,36,28,836,531,21,9
A005316,36,27,1769,1094,23,10
A005316,36,26,3844,2397,25,11
A005316,36,25,8154,5012,27,13
A005316,36,24,17650,10902,29,14
A005316,36,23,37548,22997,31,16
A005316,36,22,81085,49815,33,18
A005316,36,21,172905,105659,35,19
A005316,36,20,372820,228288,37,21
A005316,36,19,796413,485938,39,22
A005316,36,18,1666843,999555,38,24
A005316,36,17,3095876,1735998,36,26
A005316,36,16,4970764,2626205,34,27
A005316,36,15,6633729,3191110,32,29
A005316,36,14,6663680,2668603,30,30
A005316,36,13,4418190,1312024,28,32
A005316,36,12,1845836,406418,26,34
A005316,36,11,555469,115907,24,35
A005316,36,10,159137,33536,22,37
A005316,36,9,46181,9823,20,39
A005316,36,8,13623,2950,18,40
A005316,36,7,4087,895,16,42
A005316,36,6,1254,286,14,43
A005316,36,5,392,90,12,45
A005316,36,4,125,32,10,47
A005316,36,3,40,10,8,49
A005316,36,2,12,4,6,50
A005316,36,1,3,1,4,51
A005316,37,37,0,1,4,1
A005316,37,36,3,3,6,1
A005316,37,35,7,6,8,2
A005316,37,34,20,15,10,3
A005316,37,33,42,29,12,4
A005316,37,32,100,67,14,5
A005316,37,31,207,134,16,6
A005316,37,30,468,299,18,8
A005316,37,29,974,614,20,9
A005316,37,28,2156,1348,22,10
A005316,37,27,4522,2813,24,12
A005316,37,26,9903,6125,26,13
A005316,37,25,20903,12905,28,15
A005316,37,24,45494,27970,30,16
A005316,37,23,96475,59282,32,18
A005316,37,22,209157,128129,34,19
A005316,37,21,445014,272610,36,21
A005316,37,20,962310,588152,38,23
A005316,37,19,2052330,1254586,40,24
A005316,37,18,4060680,2333991,38,26
A005316,37,17,7005499,3838717,36,27
A005316,37,16,10508770,5379435,34,29
A005316,37,15,12665465,5733997,32,30
A005316,37,14,10821953,3847990,30,32
A005316,37,13,5763380,1439437,28,34
A005316,37,12,1961369,406418,26,36
A005316,37,11,555469,115907,24,37
A005316,37,10,159137,33536,22,39
A005316,37,9,46181,9823,20,40
A005316,37,8,13623,2950,18,42
A005316,37,7,4087,895,16,44
A005316,37,6,1254,286,14,45
A005316,37,5,392,90,12,47
A005316,37,4,125,32,10,49
A005316,37,3,40,10,8,50
A005316,37,2,12,4,6,52
A005316,37,1,3,1,4,53
A005316,38,38,0,1,5,1
A005316,38,37,2,2,7,1
A005316,38,36,6,6,9,1
A005316,38,35,16,11,11,2
A005316,38,34,37,27,13,3
A005316,38,33,81,52,15,5
A005316,38,32,180,119,17,6
A005316,38,31,382,239,19,7
A005316,38,30,836,531,21,9
A005316,38,29,1769,1094,23,10
A005316,38,28,3844,2397,25,11
A005316,38,27,8154,5012,27,13
A005316,38,26,17650,10902,29,14
A005316,38,25,37548,22997,31,16
A005316,38,24,81085,49815,33,18
A005316,38,23,172905,105659,35,19
A005316,38,22,372820,228288,37,21
A005316,38,21,796413,485938,39,22
A005316,38,20,1715463,1048175,41,24
A005316,38,19,3576992,2144184,40,26
A005316,38,18,6760789,3817705,38,27
A005316,38,17,11131563,5976036,36,29
A005316,38,16,15644708,7739861,34,30
A005316,38,15,17071836,7267529,32,32
A005316,38,14,12828903,4180729,30,34
A005316,38,13,6074933,1439437,28,35
A005316,38,12,1961369,406418,26,37
A005316,38,11,555469,115907,24,39
A005316,38,10,159137,33536,22,40
A005316,38,9,46181,9823,20,42
A005316,38,8,13623,2950,18,43
A005316,38,7,4087,895,16,45
A005316,38,6,1254,286,14,47
A005316,38,5,392,90,12,49
A005316,38,4,125,32,10,50
A005316,38,3,40,10,8,52
A005316,38,2,12,4,6,54
A005316,38,1,3,1,4,54
A005316,39,39,0,1,4,1
A005316,39,38,3,3,6,1
A005316,39,37,7,6,8,2
A005316,39,36,20,15,10,3
A005316,39,35,42,29,12,4
A005316,39,34,100,67,14,5
A005316,39,33,207,134,16,6
A005316,39,32,468,299,18,8
A005316,39,31,974,614,20,9
A005316,39,30,2156,1348,22,10
A005316,39,29,4522,2813,24,12
A005316,39,28,9903,6125,26,13
A005316,39,27,20903,12905,28,15
A005316,39,26,45494,27970,30,16
A005316,39,25,96475,59282,32,18
A005316,39,24,209157,128129,34,19
A005316,39,23,445014,272610,36,21
A005316,39,22,962310,588152,38,23
A005316,39,21,2052330,1254586,40,24
A005316,39,20,4430191,2703502,42,26
A005316,39,19,8759139,5071684,40,27
A005316,39,18,15486485,8561584,38,29
A005316,39,17,24006862,12539913,36,30
A005316,39,16,30858030,14523042,34,32
A005316,39,15,29210465,11268890,32,34
A005316,39,14,17926722,4963247,30,36
A005316,39,13,6807852,1439437,28,37
A005316,39,12,1961369,406418,26,39
A005316,39,11,555469,115907,24,40
A005316,39,10,159137,33536,22,42
A005316,39,9,46181,9823,20,44
A005316,39,8,13623,2950,18,45
A005316,39,7,4087,895,16,47
A005316,39,6,1254,286,14,49
A005316,39,5,392,90,12,50
A005316,39,4,125,32,10,52
A005316,39,3,40,10,8,54
A005316,39,2,12,4,6,56
A005316,39,1,3,1,4,56
A005316,40,40,0,1,5,1
A005316,40,39,2,2,7,1
A005316,40,38,6,6,9,1
A005316,40,37,16,11,11,2
A005316,40,36,37,27,13,3
A005316,40,35,81,52,15,5
A005316,40,34,180,119,17,6
A005316,40,33,382,239,19,7
A005316,40,32,836,531,21,9
A005316,40,31,1769,1094,23,10
A005316,40,30,3844,2397,25,11
A005316,40,29,8154,5012,27,13
A005316,40,28,17650,10902,29,14
A005316,40,27,37548,22997,31,16
A005316,40,26,81085,49815,33,18
A005316,40,25,172905,105659,35,19
A005316,40,24,372820,228288,37,21
A005316,40,23,796413,485938,39,22
A005316,40,22,1715463,1048175,41,24
A005316,40,21,3669370,2236562,43,26
A005316,40,20,7713316,4634096,42,27
A005316,40,19,14698138,8364514,40,29
A005316,40,18,24860637,13499590,38,30
A005316,40,17,36397455,18469905,36,32
A005316,40,16,42829652,19126073,34,34
A005316,40,15,35925397,12786835,32,35
A005316,40,14,19484729,5019875,30,37
A005316,40,13,6864480,1439437,28,39
A005316,40,12,1961369,406418,26,40
A005316,40,11,555469,115907,24,42
A005316,40,10,159137,33536,22,43
A005316,40,9,46181,9823,20,45
A005316,40,8,13623,2950,18,47
A005316,40,7,4087,895,16,49
A005316,40,6,1254,286,14,50
A005316,40,5,392,90,12,52
A005316,40,4,125,32,10,54
A005316,40,3,40,10,8,56
A005316,40,2,12,4,6,57
A005316,40,1,3,1,4,58
A005316,41,41,0,1,4,1
A005316,41,40,3,3,6,1
A005316,41,39,7,6,8,2
A005316,41,38,20,15,10,3
A005316,41,37,42,29,12,4
A005316,41,36,100,67,14,5
A005316,41,35,207,134,16,6
A005316,41,34,468,299,18,8
A005316,41,33,974,614,20,9
A005316,41,32,2156,1348,22,10
A005316,41,31,4522,2813,24,12
A005316,41,30,9903,6125,26,13
A005316,41,29,20903,12905,28,15
A005316,41,28,45494,27970,30,16
A005316,41,27,96475,59282,32,18
A005316,41,26,209157,128129,34,19
A005316,41,25,445014,272610,36,21
A005316,41,24,962310,588152,38,23
A005316,41,23,2052330,1254586,40,24
A005316,41,22,4430191,2703502,42,26
A005316,41,21,9464570,5777115,44,27
A005316,41,20,18994094,11027844,42,29
A005316,41,19,34045550,19010496,40,30
A005316,41,18,54515804,28911540,38,32
A005316,41,17,73853223,35946838,36,34
A005316,41,16,76708059,31576611,34,36
A005316,41,15,53520920,16503834,32,37
A005316,41,14,23273349,5147288,30,39
A005316,41,13,6991893,1439437,28,40
A005316,41,12,1961369,406418,26,42
A005316,41,11,555469,115907,24,44
A005316,41,10,159137,33536,22,45
A005316,41,9,46181,9823,20,47
A005316,41,8,13623,2950,18,49
A005316,41,7,4087,895,16,50
A005316,41,6,1254,286,14,52
A005316,41,5,392,90,12,54
A005316,41,4,125,32,10,56
A005316,41,3,40,10,8,57
A005316,41,2,12,4,6,59
A005316,41,1,3,1,4,60
A005316,42,42,0,1,5,1
A005316,42,41,2,2,7,1
A005316,42,40,6,6,9,1
A005316,42,39,16,11,11,2
A005316,42,38,37,27,13,3
A005316,42,37,81,52,15,5
A005316,42,36,180,119,17,6
A005316,42,35,382,239,19,7
A005316,42,34,836,531,21,9
A005316,42,33,1769,1094,23,10
A005316,42,32,3844,2397,25,11
A005316,42,31,8154,5012,27,13
A005316,42,30,17650,10902,29,14
A005316,42,29,37548,22997,31,16
A005316,42,28,81085,49815,33,18
A005316,42,27,172905,105659,35,19
A005316,42,26,372820,228288,37,21
A005316,42,25,796413,485938,39,22
A005316,42,24,1715463,1048175,41,24
A005316,42,23,3669370,2236562,43,26
A005316,42,22,7898072,4818852,45,27
A005316,42,21,16557686,9946928,44,29
A005316,42,20,31988766,18303631,42,30
A005316,42,19,55177416,30318948,40,32
A005316,42,18,83959724,43438537,38,34
A005316,42,17,105195927,48972747,36,35
A005316,42,16,97727456,37414872,34,37
A005316,42,15,60149113,17117304,32,39
A005316,42,14,23830191,5147288,30,40
A005316,42,13,6991893,1439437,28,42
A005316,42,12,1961369,406418,26,43
A005316,42,11,555469,115907,24,45
A005316,42,10,159137,33536,22,47
A005316,42,9,46181,9823,20,49
A005316,42,8,13623,2950,18,50
A005316,42,7,4087,895,16,52
A005316,42,6,1254,286,14,54
A005316,42,5,392,90,12,56
A005316,42,4,125,32,10,57
A005316,42,3,40,10,8,59
A005316,42,2,12,4,6,60
A005316,42,1,3,1,4,61
A005316,43,43,0,1,4,1
A005316,43,42,3,3,6,1
A005316,43,41,7,6,8,2
A005316,43,40,20,15,10,3
A005316,43,39,42,29,12,4
A005316,43,38,100,67,14,5
A005316,43,37,207,134,16,6
A005316,43,36,468,299,18,8
A005316,43,35,974,614,20,9
A005316,43,34,2156,1348,22,10
A005316,43,33,4522,2813,24,12
A005316,43,32,9903,6125,26,13
A005316,43,31,20903,12905,28,15
A005316,43,30,45494,27970,30,16
A005316,43,29,96475,59282,32,18
A005316,43,28,209157,128129,34,19
A005316,43,27,445014,272610,36,21
A005316,43,26,962310,588152,38,23
A005316,43,25,2052330,1254586,40,24
A005316,43,24,4430191,2703502,42,26
A005316,43,23,9464570,5777115,44,27
A005316,43,22,20404957,12438707,46,29
A005316,43,21,40943562,23909787,44,30
A005316,43,20,74812320,42061178,42,32
A005316,43,19,122844418,66098337,40,34
A005316,43,18,174518576,87192965,38,36
A005316,43,17,196080750,85328470,36,37
A005316,43,16,154386778,52258636,34,39
A005316,43,15,76768508,18548734,32,40
A005316,43,14,25134208,5147288,30,42
A005316,43,13,6991893,1439437,28,44
A005316,43,12,1961369,406418,26,45
A005316,43,11,555469,115907,24,47
A005316,43,10,159137,33536,22,49
A005316,43,9,46181,9823,20,50
A005316,43,8,13623,2950,18,52
A005316,43,7,4087,895,16,54
A005316,43,6,1254,286,14,56
A005316,43,5,392,90,12,57
A005316,43,4,125,32,10,59
A005316,43,3,40,10,8,61
A005316,43,2,12,4,6,62
A005316,43,1,3,1,4,63
A005316,44,44,0,1,5,1
A005316,44,43,2,2,7,1
A005316,44,42,6,6,9,1
A005316,44,41,16,11,11,2
A005316,44,40,37,27,13,3
A005316,44,39,81,52,15,5
A005316,44,38,180,119,17,6
A005316,44,37,382,239,19,7
A005316,44,36,836,531,21,9
A005316,44,35,1769,1094,23,10
A005316,44,34,3844,2397,25,11
A005316,44,33,8154,5012,27,13
A005316,44,32,17650,10902,29,14
A005316,44,31,37548,22997,31,16
A005316,44,30,81085,49815,33,18
A005316,44,29,172905,105659,35,19
A005316,44,28,372820,228288,37,21
A005316,44,27,796413,485938,39,22
A005316,44,26,1715463,1048175,41,24
A005316,44,25,3669370,2236562,43,26
A005316,44,24,7898072,4818852,45,27
A005316,44,23,16910402,10299644,47,29
A005316,44,22,35674291,21468480,46,30
A005316,44,21,69384848,39945329,44,32
A005316,44,20,122221119,67738373,42,34
A005316,44,19,191816100,101027318,40,35
A005316,44,18,254319951,122342694,38,37
A005316,44,17,258090741,105386326,36,39
A005316,44,16,179755225,56066869,34,40
A005316,44,15,80336072,18548734,32,42
A005316,44,14,25134208,5147288,30,43
A005316,44,13,6991893,1439437,28,45
A005316,44,12,1961369,406418,26,47
A005316,44,11,555469,115907,24,49
A005316,44,10,159137,33536,22,50
A005316,44,9,46181,9823,20,52
A005316,44,8,13623,2950,18,54
A005316,44,7,4087,895,16,56
A005316,44,6,1254,286,14,57
A005316,44,5,392,90,12,59
A005316,44,4,125,32,10,60
A005316,44,3,40,10,8,62
A005316,44,2,12,4,6,64
A005316,44,1,3,1,4,64
A005316,45,45,0,1,4,1
A005316,45,44,3,3,6,1
A005316,45,43,7,6,8,2
A005316,45,42,20,15,10,3
A005316,45,41,42,29,12,4
A005316,45,40,100,67,14,5
A005316,45,39,207,134,16,6
A005316,45,38,468,299,18,8
A005316,45,37,974,614,20,9
A005316,45,36,2156,1348,22,10
A005316,45,35,4522,2813,24,12
A005316,45,34,9903,6125,26,13
A005316,45,33,20903,12905,28,15
A005316,45,32,45494,27970,30,16
A005316,45,31,96475,59282,32,18
A005316,45,30,209157,128129,34,19
A005316,45,29,445014,272610,36,21
A005316,45,28,962310,588152,38,23
A005316,45,27,2052330,1254586,40,24
A005316,45,26,4430191,2703502,42,26
A005316,45,25,9464570,5777115,44,27
A005316,45,24,20404957,12438707,46,29
A005316,45,23,43647717,26613942,48,30
A005316,45,22,88608749,51860162,46,32
A005316,45,21,163720027,92763117,44,34
A005316,45,20,275625607,149960609,42,36
A005316,45,19,407215789,208183230,40,37
A005316,45,18,490719552,223196394,38,39
A005316,45,17,429731962,158152598,36,40
A005316,45,16,245151465,65264200,34,42
A005316,45,15,88956112,18548734,32,44
A005316,45,14,25134208,5147288,30,45
A005316,45,13,6991893,1439437,28,47
A005316,45,12,1961369,406418,26,49
A005316,45,11,555469,115907,24,50
A005316,45,10,159137,33536,22,52
A005316,45,9,46181,9823,20,54
A005316,45,8,13623,2950,18,56
A005316,45,7,4087,895,16,57
A005316,45,6,1254,286,14,59
A005316,45,5,392,90,12,61
A005316,45,4,125,32,10,62
A005316,45,3,40,10,8,64
A005316,45,2,12,4,6,66
A005316,45,1,3,1,4,67
A005316,46,46,0,1,5,1
A005316,46,45,2,2,7,1
A005316,46,44,6,6,9,1
A005316,46,43,16,11,11,2
A005316,46,42,37,27,13,3
A005316,46,41,81,52,15,5
A005316,46,40,180,119,17,6
A005316,46,39,382,239,19,7
A005316,46,38,836,531,21,9
A005316,46,37,1769,1094,23,10
A005316,46,36,3844,2397,25,11
A005316,46,35,8154,5012,27,13
A005316,46,34,17650,10902,29,14
A005316,46,33,37548,22997,31,16
A005316,46,32,81085,49815,33,18
A005316,46,31,172905,105659,35,19
A005316,46,30,372820,228288,37,21
A005316,46,29,796413,485938,39,22
A005316,46,28,1715463,1048175,41,24
A005316,46,27,3669370,2236562,43,26
A005316,46,26,7898072,4818852,45,27
A005316,46,25,16910402,10299644,47,29
A005316,46,24,36379723,22173912,49,30
A005316,46,23,76596358,46098691,48,32
A005316,46,22,150619536,87087336,46,34
A005316,46,21,269489252,150715842,44,35
A005316,46,20,435541584,232599787,42,37
A005316,46,19,605408207,299691168,40,39
A005316,46,18,665523011,286370089,38,40
A005316,46,17,518168154,176441440,36,42
A005316,46,16,263762772,65877670,34,43
A005316,46,15,89569582,18548734,32,45
A005316,46,14,25134208,5147288,30,47
A005316,46,13,6991893,1439437,28,49
A005316,46,12,1961369,406418,26,50
A005316,46,11,555469,115907,24,52
A005316,46,10,159137,33536,22,54
A005316,46,9,46181,9823,20,56
A005316,46,8,13623,2950,18,57
A005316,46,7,4087,895,16,59
A005316,46,6,1254,286,14,60
A005316,46,5,392,90,12,62
A005316,46,4,125,32,10,64
A005316,46,3,40,10,8,66
A005316,46,2,12,4,6,67
A005316,46,1,3,1,4,68
A005316,47,47,0,1,4,1
A005316,47,46,3,3,6,1
A005316,47,45,7,6,8,2
A005316,47,44,20,15,10,3
A005316,47,43,42,29,12,4
A005316,47,42,100,67,14,5
A005316,47,41,207,134,16,6
A005316,47,40,468,299,18,8
A005316,47,39,974,614,20,9
A005316,47,38,2156,1348,22,10
A005316,47,37,4522,2813,24,12
A005316,47,36,9903,6125,26,13
A005316,47,35,20903,12905,28,15
A005316,47,34,45494,27970,30,16
A005316,47,33,96475,59282,32,18
A005316,47,32,209157,128129,34,19
A005316,47,31,445014,272610,36,21
A005316,47,30,962310,588152,38,23
A005316,47,29,2052330,1254586,40,24
A005316,47,28,4430191,2703502,42,26
A005316,47,27,9464570,5777115,44,27
A005316,47,26,20404957,12438707,46,29
A005316,47,25,43647717,26613942,48,30
A005316,47,24,94017060,57268473,50,32
A005316,47,23,190897307,112243956,48,34
A005316,47,22,358153498,204032082,46,36
A005316,47,21,614965718,338213426,44,37
